2026/09/20 21:22:00.266, 290.31, 68, 42, 2050, 1995, 10501
2026/09/20 21:22:30.308, 94.55, 60, 4, 2999, 210, 10501
2026/09/20 21:23:00.344, 92.23, 57, 2, 3006, 210, 10501
